Student_ID,Country,Field_of_Study,Age,Gender,Year_of_Enrollment
STUD08465,India,Law,24,Non-binary,2014
STUD08466,Australia,Psychology,21,Female,2010
STUD08467,China,Education,18,Female,2013
STUD08468,USA,Biology,30,Male,2018
STUD08469,Japan,Law,43,Female,2020
STUD08470,France,Physics,34,Female,2016
STUD08471,Argentina,Arts,20,Non-binary,2011
STUD08472,Argentina,Mathematics,28,Female,2014
STUD08473,India,Medicine,36,Female,2022
STUD08474,Argentina,Physics,43,Female,2023
STUD08475,Australia,Business,40,Female,2017
STUD08476,Japan,Physics,34,Male,2010
STUD08477,USA,Physics,36,Female,2018
STUD08478,Spain,Psychology,36,Female,2022
STUD08479,Australia,Arts,44,Female,2011
STUD08480,South Africa,Law,24,Male,2021
STUD08481,Japan,Science,29,Non-binary,2016
STUD08482,Brazil,Psychology,33,Female,2021
STUD08483,India,Arts,28,Non-binary,2016
STUD08484,USA,Education,44,Non-binary,2022
STUD08485,Japan,Business,28,Female,2011
STUD08486,Mexico,Engineering,20,Female,2023
STUD08487,Australia,Law,43,Non-binary,2013
STUD08488,Mexico,Medicine,32,Female,2010
STUD08489,Japan,Mathematics,29,Male,2012
STUD08490,Spain,Computer Science,24,Non-binary,2014
STUD08491,China,Computer Science,36,Non-binary,2013
STUD08492,South Africa,Arts,18,Male,2023
STUD08493,Japan,Education,29,Female,2013
STUD08494,Japan,Arts,31,Non-binary,2020
STUD08495,UK,Mathematics,39,Male,2020
STUD08496,USA,Computer Science,18,Non-binary,2017
STUD08497,South Africa,Physics,27,Male,2022
STUD08498,Japan,Mathematics,34,Female,2019
STUD08499,USA,Education,32,Female,2011
STUD08500,South Africa,Biology,25,Non-binary,2015
STUD08501,Canada,Education,20,Male,2020
STUD08502,Mexico,Physics,34,Male,2022
STUD08503,Argentina,Arts,23,Non-binary,2015
STUD08504,USA,Education,33,Female,2015
STUD08505,India,Education,24,Female,2020
STUD08506,UK,Medicine,44,Female,2014
STUD08507,Argentina,Psychology,25,Non-binary,2022
STUD08508,Spain,Education,35,Male,2018
STUD08509,Spain,Physics,30,Female,2012
STUD08510,Australia,Mathematics,20,Male,2012
STUD08511,Mexico,Computer Science,22,Male,2022
STUD08512,Spain,Mathematics,22,Non-binary,2017
STUD08513,China,Business,26,Male,2020
STUD08514,Spain,Psychology,38,Male,2013
STUD08515,Australia,Business,36,Female,2023
STUD08516,USA,Education,30,Female,2017
STUD08517,Germany,Mathematics,39,Non-binary,2018
STUD08518,Australia,Law,27,Female,2013
STUD08519,Australia,Business,23,Female,2017
STUD08520,Australia,Science,34,Non-binary,2012
STUD08521,UK,Computer Science,24,Female,2012
STUD08522,Australia,Engineering,33,Non-binary,2010
STUD08523,UK,Science,32,Female,2021
STUD08524,Spain,Education,18,Non-binary,2015
STUD08525,South Africa,Physics,22,Male,2019
STUD08526,Brazil,Medicine,24,Non-binary,2010
STUD08527,South Africa,Mathematics,28,Female,2019
STUD08528,China,Arts,23,Female,2012
STUD08529,Mexico,Biology,29,Male,2019
STUD08530,France,Physics,27,Male,2022
STUD08531,China,Medicine,24,Non-binary,2017
STUD08532,Germany,Education,43,Non-binary,2020
STUD08533,Canada,Law,27,Non-binary,2019
STUD08534,India,Psychology,41,Male,2020
STUD08535,South Africa,Arts,31,Non-binary,2018
STUD08536,UK,Science,34,Male,2023
STUD08537,Argentina,Law,29,Non-binary,2015
STUD08538,Japan,Business,35,Non-binary,2020
STUD08539,China,Engineering,25,Male,2012
STUD08540,Japan,Education,30,Male,2016
STUD08541,South Africa,Medicine,38,Non-binary,2022
STUD08542,Germany,Arts,36,Male,2011
STUD08543,Spain,Psychology,41,Non-binary,2013
STUD08544,Brazil,Science,18,Male,2019
STUD08545,Canada,Business,39,Non-binary,2022
STUD08546,France,Physics,39,Non-binary,2020
STUD08547,Mexico,Physics,35,Male,2022
STUD08548,France,Psychology,25,Non-binary,2022
STUD08549,Argentina,Law,25,Non-binary,2021
STUD08550,Spain,Business,18,Female,2020
STUD08551,Canada,Science,32,Female,2020
STUD08552,China,Law,30,Non-binary,2017
STUD08553,Brazil,Computer Science,33,Non-binary,2019
STUD08554,France,Medicine,41,Male,2018
STUD08555,South Africa,Medicine,35,Non-binary,2010
STUD08556,South Africa,Law,40,Male,2011
STUD08557,Japan,Mathematics,31,Female,2018
STUD08558,UK,Education,38,Non-binary,2013
STUD08559,Argentina,Psychology,43,Male,2014
STUD08560,India,Education,26,Non-binary,2018
STUD08561,Brazil,Arts,23,Non-binary,2023
STUD08562,South Africa,Education,36,Female,2016
STUD08563,UK,Science,21,Non-binary,2018
STUD08564,China,Psychology,33,Male,2010
STUD08565,South Africa,Mathematics,43,Male,2015
STUD08566,China,Education,31,Female,2017
STUD08567,China,Biology,18,Female,2019
STUD08568,Mexico,Mathematics,37,Male,2012
STUD08569,India,Physics,37,Female,2023
STUD08570,South Africa,Engineering,23,Non-binary,2013
STUD08571,China,Psychology,39,Female,2016
STUD08572,USA,Computer Science,31,Non-binary,2023
STUD08573,Mexico,Mathematics,36,Non-binary,2017
STUD08574,Germany,Medicine,29,Male,2015
STUD08575,South Africa,Medicine,34,Non-binary,2022
STUD08576,Brazil,Arts,39,Male,2021
STUD08577,France,Computer Science,20,Female,2018
STUD08578,UK,Mathematics,39,Female,2023
STUD08579,Brazil,Psychology,30,Non-binary,2019
STUD08580,South Africa,Education,37,Female,2015
STUD08581,South Africa,Computer Science,19,Male,2022
STUD08582,Argentina,Computer Science,41,Female,2012
STUD08583,UK,Business,22,Female,2020
STUD08584,Japan,Law,37,Male,2018
STUD08585,USA,Physics,33,Non-binary,2016
STUD08586,China,Medicine,26,Female,2019
STUD08587,France,Computer Science,35,Non-binary,2020
STUD08588,India,Medicine,21,Male,2012
STUD08589,Canada,Science,25,Female,2020
STUD08590,Mexico,Biology,24,Non-binary,2015
STUD08591,Argentina,Biology,44,Male,2022
STUD08592,Mexico,Computer Science,38,Male,2016
STUD08593,France,Science,23,Non-binary,2011
STUD08594,France,Science,28,Male,2023
STUD08595,UK,Mathematics,37,Male,2010
STUD08596,India,Medicine,28,Male,2023
STUD08597,France,Mathematics,43,Female,2022
STUD08598,South Africa,Law,42,Female,2014
STUD08599,Brazil,Computer Science,34,Female,2012
STUD08600,Spain,Medicine,22,Male,2014
STUD08601,India,Arts,38,Female,2017
STUD08602,Brazil,Physics,19,Non-binary,2016
STUD08603,Australia,Arts,40,Non-binary,2018
STUD08604,France,Education,37,Male,2023
STUD08605,Japan,Medicine,39,Male,2023
STUD08606,USA,Engineering,21,Male,2021
STUD08607,France,Education,41,Non-binary,2011
STUD08608,Australia,Business,41,Non-binary,2014
STUD08609,Mexico,Arts,26,Male,2012
STUD08610,India,Computer Science,43,Male,2010
STUD08611,China,Education,18,Male,2015
STUD08612,UK,Psychology,30,Female,2018
STUD08613,Australia,Physics,43,Female,2020
STUD08614,Argentina,Engineering,27,Female,2010
STUD08615,UK,Business,34,Female,2022
STUD08616,Argentina,Physics,43,Non-binary,2020
STUD08617,USA,Psychology,27,Non-binary,2014
STUD08618,Australia,Computer Science,37,Male,2010
STUD08619,USA,Biology,38,Female,2021
STUD08620,Germany,Mathematics,44,Non-binary,2022
STUD08621,Australia,Biology,34,Non-binary,2011
STUD08622,Japan,Business,41,Male,2022
STUD08623,China,Education,22,Non-binary,2014
STUD08624,Japan,Biology,32,Non-binary,2020
STUD08625,Spain,Mathematics,27,Female,2019
STUD08626,Australia,Business,33,Male,2017
STUD08627,Australia,Business,28,Non-binary,2023
STUD08628,France,Mathematics,26,Non-binary,2012
STUD08629,Argentina,Psychology,35,Non-binary,2021
STUD08630,Germany,Physics,22,Male,2017
STUD08631,USA,Engineering,22,Non-binary,2017
STUD08632,Spain,Science,36,Non-binary,2021
STUD08633,Brazil,Law,27,Non-binary,2017
STUD08634,UK,Business,33,Non-binary,2018
STUD08635,Australia,Education,33,Female,2015
STUD08636,India,Psychology,44,Non-binary,2021
STUD08637,Japan,Business,23,Female,2018
STUD08638,USA,Medicine,37,Female,2015
STUD08639,Canada,Mathematics,44,Male,2014
STUD08640,Spain,Biology,20,Non-binary,2018
STUD08641,China,Engineering,25,Non-binary,2018
STUD08642,Australia,Biology,21,Non-binary,2023
STUD08643,Mexico,Medicine,34,Male,2022
STUD08644,Germany,Education,35,Male,2017
STUD08645,USA,Mathematics,39,Non-binary,2023
STUD08646,China,Mathematics,24,Male,2018
STUD08647,India,Physics,39,Female,2012
STUD08648,,,36,Male,2020
STUD08649,India,Arts,38,Non-binary,2022
STUD08650,Germany,Law,26,Female,2014
STUD08651,India,Biology,36,Non-binary,2016
STUD08652,Japan,Science,36,Female,2010
STUD08653,Mexico,Mathematics,27,Non-binary,2012
STUD08654,Canada,Education,28,Female,2014
STUD08655,South Africa,Engineering,38,Female,2017
STUD08656,Japan,Science,22,Male,2022
STUD08657,Germany,Mathematics,18,Non-binary,2023
STUD08658,Spain,Law,20,Male,2023
STUD08659,Germany,Science,35,Non-binary,2021
STUD08660,Argentina,Law,30,Non-binary,2011
STUD08661,China,Psychology,42,Female,2023
STUD08662,Argentina,Computer Science,36,Female,2010
STUD08663,Japan,Computer Science,24,Non-binary,2019
STUD08664,Brazil,Mathematics,25,Male,2017
STUD08665,Argentina,Arts,26,Non-binary,2015
STUD08666,Argentina,Psychology,37,Male,2014
STUD08667,South Africa,Law,33,Female,2011
STUD08668,India,Medicine,21,Female,2019
STUD08669,Australia,Engineering,44,Male,2021
STUD08670,South Africa,Medicine,43,Male,2022
STUD08671,France,Law,35,Non-binary,2019
STUD08672,Spain,Physics,38,Non-binary,2023
STUD08673,South Africa,Psychology,22,Female,2013
STUD08674,Mexico,Business,40,Male,2015
STUD08675,UK,Computer Science,41,Non-binary,2017
STUD08676,Brazil,Law,44,Non-binary,2023
STUD08677,Japan,Psychology,21,Male,2022
STUD08678,Canada,Science,20,Male,2020
STUD08679,India,Medicine,22,Female,2020
STUD08680,India,Law,27,Male,2013
STUD08681,India,Engineering,41,Female,2012
STUD08682,China,Engineering,22,Male,2023
STUD08683,Brazil,Medicine,33,Non-binary,2012
STUD08684,India,Biology,28,Non-binary,2021
STUD08685,Canada,Business,41,Non-binary,2020
STUD08686,Australia,Law,32,Non-binary,2016
STUD08687,South Africa,Arts,35,Female,2023
STUD08688,Canada,Law,30,Female,2015
STUD08689,Canada,Biology,35,Female,2012
STUD08690,South Africa,Business,41,Male,2019
STUD08691,USA,Business,28,Female,2015
STUD08692,France,Law,42,Male,2015
STUD08693,Japan,Computer Science,35,Male,2023
STUD08694,Germany,Law,42,Non-binary,2023
STUD08695,Mexico,Business,41,Male,2013
STUD08696,Germany,Mathematics,42,Male,2012
STUD08697,Mexico,Business,28,Male,2014
STUD08698,Spain,Engineering,30,Non-binary,2018
STUD08699,Japan,Biology,44,Female,2011
STUD08700,Brazil,Physics,41,Non-binary,2023
STUD08701,Canada,Engineering,44,Non-binary,2017
STUD08702,Spain,Business,34,Non-binary,2010
STUD08703,Mexico,Computer Science,29,Female,2013
STUD08704,Germany,Engineering,28,Male,2020
STUD08705,Germany,Medicine,39,Female,2014
STUD08706,Brazil,Business,29,Male,2011
STUD08707,UK,Arts,38,Male,2016
STUD08708,Japan,Mathematics,20,Male,2023
STUD08709,France,Computer Science,36,Male,2012
STUD08710,Germany,Science,26,Male,2012
STUD08711,Canada,Law,18,Female,2023
STUD08712,China,Law,30,Non-binary,2018
STUD08713,China,Law,40,Male,2019
STUD08714,China,Psychology,35,Female,2015
STUD08715,Australia,Biology,30,Female,2012
STUD08716,France,Law,38,Female,2013
STUD08717,China,Psychology,27,Male,2021
STUD08718,UK,Psychology,34,Non-binary,2013
STUD08719,Spain,Mathematics,22,Female,2022
STUD08720,Australia,Law,35,Non-binary,2017
STUD08721,China,Education,25,Female,2017
STUD08722,Germany,Mathematics,24,Female,2014
STUD08723,France,Arts,38,Male,2022
STUD08724,UK,Mathematics,43,Female,2016
STUD08725,China,Arts,25,Male,2021
STUD08726,Spain,Physics,18,Female,2019
STUD08727,Mexico,Mathematics,26,Non-binary,2013
STUD08728,France,Business,24,Male,2012
STUD08729,Brazil,Science,40,Male,2017
STUD08730,Australia,Physics,28,Female,2012
STUD08731,South Africa,Psychology,36,Male,2013
STUD08732,Japan,Psychology,23,Female,2015
STUD08733,France,Education,40,Male,2014
STUD08734,Japan,Arts,29,Male,2015
STUD08735,France,Psychology,42,Female,2022
STUD08736,Brazil,Psychology,24,Female,2016
STUD08737,France,Arts,28,Non-binary,2022
STUD08738,France,Biology,33,Male,2012
STUD08739,Spain,Medicine,21,Male,2020
STUD08740,China,Education,43,Female,2018
STUD08741,Japan,Education,42,Female,2020
STUD08742,Germany,Biology,44,Male,2011
STUD08743,Japan,Education,18,Male,2021
STUD08744,South Africa,Biology,32,Male,2014
STUD08745,Spain,Education,43,Male,2023
STUD08746,Spain,Biology,31,Non-binary,2014
STUD08747,USA,Engineering,27,Non-binary,2012
STUD08748,Spain,Engineering,42,Non-binary,2022
STUD08749,Japan,Medicine,35,Male,2021
STUD08750,India,Education,22,Non-binary,2012
STUD08751,Spain,Education,20,Non-binary,2017
STUD08752,UK,Science,25,Non-binary,2015
STUD08753,Brazil,Education,30,Female,2021
STUD08754,Mexico,Physics,24,Female,2010
STUD08755,France,Arts,29,Non-binary,2021
STUD08756,Canada,Psychology,43,Non-binary,2011
STUD08757,Argentina,Psychology,43,Female,2018
STUD08758,Brazil,Law,40,Male,2015
STUD08759,UK,Mathematics,44,Non-binary,2015
STUD08760,Germany,Biology,29,Male,2020
STUD08761,UK,Engineering,21,Male,2013
STUD08762,USA,Education,20,Non-binary,2013
STUD08763,Canada,Medicine,32,Non-binary,2012
STUD08764,Australia,Law,29,Female,2012
STUD08765,India,Computer Science,44,Male,2010
STUD08766,Germany,Mathematics,24,Non-binary,2012
STUD08767,Argentina,Medicine,44,Male,2012
STUD08768,Canada,Medicine,21,Non-binary,2010
STUD08769,South Africa,Computer Science,41,Female,2014
STUD08770,Japan,Computer Science,34,Female,2011
STUD08771,China,Medicine,44,Non-binary,2010
STUD08772,Japan,Physics,19,Female,2010
STUD08773,China,Law,39,Female,2013
STUD08774,UK,Physics,28,Male,2022
STUD08775,Germany,Science,26,Non-binary,2012
STUD08776,Germany,Psychology,19,Male,2020
STUD08777,Brazil,Engineering,39,Non-binary,2012
STUD08778,Canada,Medicine,21,Female,2022
STUD08779,Argentina,Physics,18,Non-binary,2015
STUD08780,Australia,Engineering,25,Non-binary,2015
STUD08781,Argentina,Engineering,28,Non-binary,2010
STUD08782,Australia,Business,32,Female,2011
STUD08783,Mexico,Mathematics,43,Male,2014
STUD08784,Brazil,Physics,39,Female,2010
STUD08785,South Africa,Business,38,Non-binary,2013
STUD08786,Australia,Physics,37,Non-binary,2023
STUD08787,Australia,Psychology,28,Female,2020
STUD08788,Australia,Education,29,Female,2012
STUD08789,Mexico,Medicine,41,Female,2015
STUD08790,India,Arts,18,Female,2010
STUD08791,Argentina,Business,27,Non-binary,2014
STUD08792,France,Physics,24,Non-binary,2021
STUD08793,France,Engineering,30,Male,2021
STUD08794,China,Engineering,27,Male,2018
STUD08795,Japan,Mathematics,20,Female,2015
STUD08796,Australia,Physics,32,Male,2012
STUD08797,USA,Business,31,Non-binary,2017
STUD08798,Mexico,Medicine,19,Non-binary,2019
STUD08799,Argentina,Biology,41,Female,2016
STUD08800,Mexico,Education,33,Non-binary,2019
STUD08801,UK,Biology,25,Female,2010
STUD08802,Spain,Business,35,Non-binary,2014
STUD08803,Canada,Biology,26,Non-binary,2015
STUD08804,USA,Arts,19,Non-binary,2019
STUD08805,Canada,Business,19,Male,2018
STUD08806,Brazil,Business,20,Non-binary,2013
STUD08807,USA,Engineering,40,Non-binary,2010
STUD08808,Australia,Law,41,Male,2018
STUD08809,UK,Engineering,42,Non-binary,2010
STUD08810,Australia,Mathematics,21,Non-binary,2012
STUD08811,Mexico,,29,Male,2012
STUD08812,France,Arts,27,Non-binary,2020
STUD08813,South Africa,Arts,21,Non-binary,2022
STUD08814,USA,,31,Non-binary,2020
STUD08815,France,Physics,,Non-binary,2020
STUD08816,Mexico,Engineering,26,Male,2016
STUD08817,Brazil,Arts,29,Male,2023
STUD08818,India,Medicine,38,Non-binary,2021
STUD08819,UK,Science,23,Non-binary,2014
STUD08820,Canada,Business,32,Male,2021
STUD08821,USA,Physics,23,Non-binary,2018
STUD08822,Mexico,Mathematics,25,Non-binary,2021
STUD08823,India,Education,27,Male,2015
STUD08824,Brazil,Law,32,Non-binary,2020
STUD08825,Germany,Physics,33,Non-binary,2013
STUD08826,Argentina,Psychology,30,Female,2010
STUD08827,China,Computer Science,20,Male,2010
STUD08828,Canada,Biology,33,Male,2021
STUD08829,USA,Science,42,Female,2010
STUD08830,Spain,Business,18,Female,2014
STUD08831,France,Psychology,23,Male,2021
STUD08832,Japan,Biology,42,Non-binary,2019
STUD08833,Argentina,Engineering,29,Non-binary,2014
STUD08834,Canada,Mathematics,35,Female,2010
STUD08835,Japan,Mathematics,30,Non-binary,2018
STUD08836,UK,Engineering,37,Male,2019
STUD08837,Germany,Engineering,20,Male,2017
STUD08838,Mexico,Arts,23,Female,2017
STUD08839,South Africa,Biology,43,Male,2017
STUD08840,UK,Medicine,28,Male,2012
STUD08841,Spain,Physics,22,Female,2013
STUD08842,India,Education,33,Female,2023
STUD08843,China,Law,30,Male,2013
STUD08844,Japan,Arts,32,Non-binary,2011
STUD08845,Argentina,Business,21,Female,2019
STUD08846,China,Biology,26,Female,2010
STUD08847,South Africa,Law,18,Male,2011
STUD08848,China,Law,18,Male,2012
STUD08849,Australia,Psychology,34,Male,2017
STUD08850,USA,Arts,38,Female,2023
STUD08851,India,Business,26,Female,2016
STUD08852,China,Biology,18,Non-binary,2019
STUD08853,Canada,Psychology,22,Female,2012
STUD08854,Canada,Biology,23,Female,2020
STUD08855,South Africa,Psychology,22,Female,2021
STUD08856,Mexico,Arts,24,Non-binary,2011
STUD08857,France,Education,37,Male,2015
STUD08858,Brazil,Science,22,Non-binary,2018
STUD08859,France,Computer Science,42,Male,2013
STUD08860,France,Engineering,43,Non-binary,2021
STUD08861,Brazil,Arts,19,Female,2019
STUD08862,Spain,Computer Science,41,Male,2023
STUD08863,UK,Physics,24,Non-binary,2013
STUD08864,Australia,Physics,23,Non-binary,2015
STUD08865,Mexico,Law,39,Female,2022
STUD08866,India,Business,39,Non-binary,2021
STUD08867,Mexico,Computer Science,35,Female,2013
STUD08868,Argentina,Law,22,Female,2017
STUD08869,South Africa,Engineering,24,Female,2022
STUD08870,UK,Engineering,26,Female,2022
STUD08871,Mexico,Psychology,34,Non-binary,2012
STUD08872,Canada,Psychology,34,Male,2020
STUD08873,India,Law,40,Non-binary,2020
STUD08874,Argentina,Medicine,29,Female,2011
STUD08875,UK,Physics,37,Non-binary,2011
STUD08876,France,Business,43,Non-binary,2018
STUD08877,Brazil,Engineering,27,Male,2020
STUD08878,Brazil,Arts,21,Non-binary,2019
STUD08879,USA,Biology,35,Non-binary,2010
STUD08880,Japan,Science,39,Female,2015
STUD08881,USA,Business,30,Male,2012
STUD08882,Spain,Education,30,Female,2012
STUD08883,USA,Biology,43,Non-binary,2010
STUD08884,Germany,Medicine,38,Male,2021
STUD08885,Australia,Engineering,28,Female,2016
STUD08886,France,Law,25,Non-binary,2023
STUD08887,Spain,Engineering,18,Non-binary,2016
STUD08888,Canada,Arts,24,Non-binary,2021
STUD08889,USA,Engineering,41,Female,2016
STUD08890,UK,Education,25,Non-binary,2018
STUD08891,China,Mathematics,31,Non-binary,2012
STUD08892,USA,Education,26,Male,2014
STUD08893,Australia,Engineering,22,Male,2017
STUD08894,USA,Psychology,24,Male,2020
STUD08895,Canada,Education,35,Non-binary,2010
STUD08896,South Africa,Medicine,29,Non-binary,2011
STUD08897,France,Arts,22,Non-binary,2022
STUD08898,Brazil,Physics,27,Male,2011
STUD08899,Argentina,Business,34,Female,2017
STUD08900,UK,Engineering,41,Male,2021
STUD08901,France,Physics,19,Male,2015
STUD08902,Mexico,Computer Science,22,Male,2010
STUD08903,UK,Engineering,34,Male,2020
STUD08904,Australia,Education,35,Male,2014
STUD08905,Mexico,Biology,33,Female,2015
STUD08906,Brazil,Computer Science,29,Male,2021
STUD08907,Argentina,Biology,40,Non-binary,2023
STUD08908,Argentina,Medicine,30,Female,2021
STUD08909,Canada,Law,42,Non-binary,2020
STUD08910,China,Science,18,Female,2017
STUD08911,USA,Engineering,28,Male,2014
STUD08912,UK,Computer Science,18,Non-binary,2017
STUD08913,Spain,Law,42,Male,2021
STUD08914,India,Engineering,27,Female,2013
STUD08915,Japan,Arts,33,Female,2018
STUD08916,Brazil,Computer Science,40,Male,2022
STUD08917,South Africa,Science,18,Non-binary,2013
STUD08918,Brazil,Education,26,Non-binary,2016
STUD08919,Australia,Computer Science,19,Female,2011
STUD08920,Mexico,Medicine,29,Female,2013
STUD08921,Canada,Arts,43,Female,2018
STUD08922,Brazil,Science,28,Female,2023
STUD08923,China,Business,34,Male,2015
STUD08924,France,Medicine,18,Male,2015
STUD08925,Spain,Education,20,Non-binary,2023
STUD08926,Brazil,Psychology,23,Non-binary,2013
STUD08927,USA,Science,24,Male,2012
STUD08928,Argentina,Medicine,21,Male,2012
STUD08929,India,Law,30,Non-binary,2017
STUD08930,UK,Biology,28,Non-binary,2019
STUD08931,Japan,Physics,35,Male,2020
STUD08932,Canada,Physics,33,Non-binary,2016
STUD08933,Argentina,Mathematics,29,Male,2020
STUD08934,UK,Business,20,Female,2012
STUD08935,Japan,Science,37,Non-binary,2020
STUD08936,South Africa,Law,20,Female,2010
STUD08937,Brazil,Physics,44,Non-binary,2011
STUD08938,South Africa,Education,20,Male,2013
STUD08939,Spain,Business,42,Female,2021
STUD08940,USA,,,Female,2021
STUD08941,Spain,Law,39,Non-binary,2018
STUD08942,Germany,Psychology,36,Female,2015
STUD08943,Argentina,Psychology,28,Female,2014
STUD08944,Brazil,Physics,36,Non-binary,2014
STUD08945,UK,Arts,33,Female,2021
STUD08946,Mexico,Arts,40,Non-binary,2017
STUD08947,Japan,Science,32,Non-binary,2018
STUD08948,France,Business,38,Female,2017
STUD08949,Canada,Mathematics,42,Male,2016
STUD08950,South Africa,Business,36,Female,2018
STUD08951,Japan,Medicine,21,Male,2014
STUD08952,Spain,Psychology,32,Non-binary,2022
STUD08953,Australia,Medicine,38,Male,2018
STUD08954,Spain,Computer Science,20,Male,2011
STUD08955,China,Mathematics,36,Male,2014
STUD08956,Brazil,Medicine,31,Female,2010
STUD08957,Argentina,Education,27,Male,2018
STUD08958,Australia,Arts,42,Male,2011
STUD08959,Australia,Psychology,44,Non-binary,2017
STUD08960,Australia,Science,39,Female,2014
STUD08961,South Africa,Education,27,Female,2014
STUD08962,India,Education,19,Non-binary,2014
STUD08963,Japan,Science,18,Male,2013
STUD08964,India,Physics,33,Female,2012
STUD08965,Australia,Science,25,Female,2017
STUD08966,Argentina,Psychology,44,Male,2022
STUD08967,Australia,Psychology,25,Male,2018
STUD08968,Japan,Science,20,Non-binary,2022
STUD08969,France,Science,23,Male,2022
STUD08970,Canada,Arts,43,Male,2018
STUD08971,Australia,Computer Science,26,Female,2011
STUD08972,Japan,Physics,25,Female,2021
STUD08973,Japan,Mathematics,20,Male,2013
STUD08974,Germany,Biology,22,Non-binary,2017
STUD08975,South Africa,Computer Science,36,Non-binary,2020
STUD08976,France,Science,28,Female,2019
STUD08977,South Africa,Arts,41,Female,2010
STUD08978,Germany,Law,36,Non-binary,2020
STUD08979,Japan,Psychology,24,Female,2021
STUD08980,Canada,Computer Science,38,Non-binary,2011
STUD08981,Argentina,Physics,23,Male,2018
STUD08982,China,Education,38,Female,2012
STUD08983,Australia,Physics,18,Male,2022
STUD08984,Spain,Engineering,38,Non-binary,2023
STUD08985,Australia,Law,42,Non-binary,2021
STUD08986,Brazil,Biology,25,Male,2019
STUD08987,Australia,Engineering,27,Male,2016
STUD08988,Spain,Computer Science,25,Male,2017
STUD08989,India,Business,37,Non-binary,2020
STUD08990,Mexico,Biology,37,Female,2023
STUD08991,Argentina,Science,21,Non-binary,2013
STUD08992,Australia,Mathematics,41,Non-binary,2017
STUD08993,Australia,Biology,33,Non-binary,2017
STUD08994,China,Computer Science,32,Non-binary,2022
STUD08995,Spain,Medicine,39,Female,2015
STUD08996,South Africa,Engineering,39,Non-binary,2023
STUD08997,USA,Biology,21,Non-binary,2018
STUD08998,South Africa,Law,30,Male,2018
STUD08999,Mexico,Computer Science,34,Non-binary,2015
STUD09000,UK,Business,22,Female,2018
STUD09001,Canada,Psychology,24,Male,2023
STUD09002,Mexico,Medicine,43,Male,2022
STUD09003,Canada,Psychology,39,Male,2020
STUD09004,Canada,Physics,40,Female,2018
STUD09005,USA,Science,36,Male,2017
STUD09006,Germany,Engineering,35,Female,2011
STUD09007,UK,Engineering,24,Non-binary,2011
STUD09008,Mexico,Computer Science,36,Non-binary,2016
STUD09009,Argentina,Physics,35,Female,2021
STUD09010,South Africa,Mathematics,38,Non-binary,2015
STUD09011,Germany,Law,31,Male,2017
STUD09012,Argentina,Business,21,Non-binary,2021
STUD09013,Australia,Engineering,44,Non-binary,2010
STUD09014,Mexico,Computer Science,41,Female,2023
STUD09015,South Africa,Biology,24,Male,2017
STUD09016,Argentina,Biology,27,Female,2020
STUD09017,Brazil,Mathematics,27,Male,2022
STUD09018,France,Mathematics,19,Female,2011
STUD09019,Australia,Education,38,Non-binary,2015
STUD09020,UK,Business,26,Female,2013
STUD09021,Brazil,Business,35,Non-binary,2015
STUD09022,China,Law,43,Female,2019
STUD09023,Canada,Mathematics,30,Male,2020
STUD09024,UK,Business,23,Female,2020
STUD09025,Germany,Arts,25,Male,2014
STUD09026,UK,Arts,22,Non-binary,2012
STUD09027,Australia,Law,26,Non-binary,2019
STUD09028,Mexico,Engineering,19,Non-binary,2020
STUD09029,China,Business,32,Male,2013
STUD09030,Germany,Arts,44,Female,2012
STUD09031,Argentina,Biology,34,Non-binary,2016
STUD09032,Argentina,Psychology,32,Male,2014
STUD09033,UK,Law,37,Female,2016
STUD09034,Mexico,Arts,22,Female,2015
STUD09035,Mexico,Biology,19,Male,2021
STUD09036,China,Engineering,27,Female,2015
STUD09037,USA,Psychology,40,Non-binary,2012
STUD09038,Germany,Education,36,Female,2017
STUD09039,Japan,Business,44,Male,2021
STUD09040,Germany,Computer Science,36,Male,2013
STUD09041,Spain,Psychology,23,Female,2019
STUD09042,Germany,Medicine,37,Male,2010
STUD09043,Japan,Law,31,Female,2011
STUD09044,USA,Business,24,Male,2018
STUD09045,USA,Physics,19,Male,2016
STUD09046,Germany,Education,33,Female,2023
STUD09047,India,Law,26,Female,2021
STUD09048,Canada,Science,40,Non-binary,2010
STUD09049,Germany,Arts,20,Non-binary,2018
STUD09050,Australia,Engineering,34,Male,2011
STUD09051,France,Business,32,Male,2012
STUD09052,France,Medicine,32,Male,2015
STUD09053,China,Physics,33,Non-binary,2013
STUD09054,Australia,Biology,31,Non-binary,2019
STUD09055,South Africa,Arts,37,Male,2016
STUD09056,USA,Science,40,Male,2015
STUD09057,Argentina,Law,31,Male,2023
STUD09058,USA,Law,43,Non-binary,2016
STUD09059,South Africa,Business,31,Male,2018
STUD09060,UK,Psychology,32,Non-binary,2022
STUD09061,Japan,Engineering,30,Female,2013
STUD09062,Germany,Science,36,Non-binary,2023
STUD09063,South Africa,Physics,44,Non-binary,2020
STUD09064,India,Physics,30,Non-binary,2015
STUD09065,Canada,Biology,27,Female,2011
STUD09066,Australia,Engineering,44,Female,2015
STUD09067,UK,Psychology,28,Non-binary,2019
STUD09068,Mexico,Law,33,Non-binary,2020
STUD09069,Mexico,Law,28,Non-binary,2014
STUD09070,UK,Medicine,32,Non-binary,2012
